dB(U_a), db_err
-15.40811331567678, 0.12283702927427506
-11.974470512664258, 0.12283702927427508
-9.654792633556788, 0.12283702927427509
-6.693541924448034, 0.12283702927427508
-4.871932537501382, 0.12283702927427509
-2.9493966452251827, 0.12283702927427509
-2.0279776965052703, 0.12283702927427508
-1.4024321509997804, 0.12283702927427509
-1.2722064787172738, 0.12283702927427508
-1.8327809507221442, 0.12283702927427508
